Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.21489143371582,24.682223683318185,23.7763515496625,24.67114878668056,212818400
2015-01-05,23.53272247314453,24.064285483437537,23.346676348927705,23.984550947403974,257142000
2015-01-06,23.534934997558594,23.794071364016485,23.173914310644687,23.59695036493737,263188400
2015-01-07,23.864944458007812,23.964611763586213,23.632385158602347,23.743127360263635,160423600
2015-01-08,24.781890869140625,24.83947728974081,24.075355049974863,24.192743208450004,237458000
2015-01-09,24.808473587036133,25.083113830448443,24.40980090321807,24.954652444574595,214798000
2015-01-12,24.197174072265625,24.945790840272345,24.097506754292127,24.93914657771306,198603200
2015-01-13,24.412015914916992,24.983446191297645,24.121871831314078,24.680011891872518,268367600
2015-01-14,24.318986892700195,24.471809973965815,24.03105650747729,24.150658281810262,195826400
2015-01-15,23.658964157104492,24.376573158668013,23.623527530872572,24.36328463505503,240056000
2015-01-16,23.47513771057129,23.827298884688386,23.300164782396326,23.705481754379125,314053200
2015-01-20,24.079790115356445,24.135161228870494,23.58809435698492,23.884882714319932,199599600
2015-01-21,24.263622283935547,24.59806258830847,23.98012076721873,24.130730261496435,194303600
2015-01-22,24.89484405517578,24.910347893813697,24.30126586336576,24.420867628483265,215185600
2015-01-23,25.023311614990234,25.19385388237781,24.702158177998953,24.872702135178624,185859200
2015-01-26,25.049882888793945,25.328953679050635,24.983438589070154,25.19163275595474,222460000
2015-01-27,24.172813415527344,24.91257237795925,24.14844999016091,24.899282161527914,382274800
2015-01-28,25.53936195373535,26.161734177370512,25.53936195373535,26.0532056203139,585908400
2015-01-29,26.334501266479492,26.398731959324124,25.594742329744967,25.763070983758755,337745600
2015-01-30,25.949119567871094,26.57813460918825,25.8804582377386,26.2237598190242,334982000
2015-02-02,26.274700164794922,26.39430197270769,25.709915821075615,26.146240465741013,250956400
2015-02-03,26.27912139892578,26.37657337474587,26.04877744643813,26.24589840475889,207662800
2015-02-04,26.480676651000977,26.6910878633719,26.203821126664508,26.2459037070971,280598800
2015-02-05,26.6696834564209,26.73416763569182,26.51625552310522,26.687470850061043,168984800
2015-02-06,26.445100784301758,26.73861398429588,26.33836794045799,26.687470774515095,174826400
2015-02-09,26.62076187133789,26.647443807587482,26.33391918142884,26.36060281413928,155559200
2015-02-10,27.13219451904297,27.161102221599396,26.71860910065451,26.72083146511161,248034000
2015-02-11,27.76813316345215,27.777027708402922,27.238920462338385,27.29895652017989,294247200
2015-02-12,28.119462966918945,28.34626964549883,27.921563986537944,28.030519204661367,297898000
2015-02-13,28.257326126098633,28.301797159379046,27.93935331840626,28.301797159379046,217088800
2015-02-17,28.424089431762695,28.657566551525495,28.22174236844016,28.34848665436432,252609600
2015-02-18,28.621994018554688,28.635334989242327,28.339597698284383,28.379622306808475,179566800
2015-02-19,28.561954498291016,28.690922861865086,28.535272558559186,28.568624983223973,149449600
2015-02-20,28.795425415039062,28.795425415039062,28.473006272373873,28.599748851580394,195793600
2015-02-23,29.573684692382812,29.573684692382812,28.831008011401682,28.91105721846636,283896400
2015-02-24,29.389131546020508,29.707106062803202,29.16677297786456,29.56034859351888,276912400
2015-02-25,28.637554168701172,29.262384500773326,28.495244842321494,29.253488259355986,298846800
2015-02-26,29.000003814697266,29.100064490965032,28.152818219815735,28.637558265830563,365150000
2015-02-27,28.56418228149414,29.033358981619905,28.51526312656748,28.906612973058365,248059200
2015-03-02,28.704261779785156,28.968868972950617,28.528600034237698,28.739839958832356,192386800
2015-03-03,28.764301300048828,28.799879481281902,28.481905000009753,28.67535923988826,151265200
2015-03-04,28.581968307495117,28.80877499266501,28.533052544931437,28.706491953319468,126665200
2015-03-05,28.10834312438965,28.628661280150922,27.963809737857854,28.590860736485048,226068400
2015-03-06,28.150592803955078,28.76652525661798,28.074991709340917,28.550837186219347,291368400
2015-03-09,28.270660400390625,28.810993335881307,27.808154299397792,28.452994307989236,354114000
2015-03-10,27.685871124267578,28.288462756363945,27.527996714069186,28.108352824362967,275426400
2015-03-11,27.181110382080078,27.7436772774365,27.152204379492783,27.739230852600457,275756000
2015-03-12,27.67251968383789,27.772582044929376,27.045468667549837,27.196672542932966,193450800
2015-03-13,27.48128890991211,27.883758988182482,27.256708024223766,27.661400466261505,207309200
2015-03-16,27.7836971282959,27.7836971282959,27.321192683806192,27.54577357347837,143497200
2015-03-17,28.248432159423828,28.31069228587761,27.93935389134169,27.99494353231274,204092400
2015-03-18,28.56640625,28.719834208802933,28.099453584271714,28.239538875051814,261083600
2015-03-19,28.3507137298584,28.7398411732094,28.328478215244832,28.62866190368054,183238000
2015-03-20,27.99494171142578,28.55083638851777,27.830396859863175,28.517483963273463,274780400
2015-03-23,28.286231994628906,28.428541336208223,28.13280404655136,28.266220538685488,150838800
2015-03-24,28.170602798461914,28.470784779166674,28.14169510373466,28.290676608620394,131369200
2015-03-25,27.434587478637695,28.199501159999222,27.434587478637695,28.137241059695004,206620800
2015-03-26,27.62582778930664,27.768137135955826,27.26115987646045,27.296738061353363,190291600
2015-03-27,27.40569305419922,27.728112293899432,27.33009195662695,27.699206291262012,158184800
2015-03-30,28.099449157714844,28.106119642444803,27.572458810054766,27.58357741557871,188398800
2015-03-31,27.668071746826172,28.126129772299695,27.65250671770215,28.037186021679155,168362400
2015-04-01,27.6280574798584,27.82151008259645,27.372344737331982,27.754801820559447,162485600
2015-04-02,27.865970611572266,27.91933618318835,27.614706086104803,27.801486434991567,128880400
2015-04-06,28.31735610961914,28.352934285772125,27.645834151109312,27.676964207012766,148776000
2015-04-07,28.019397735595703,28.48857265465359,28.01272725139245,28.381841514479785,140049200
2015-04-08,27.928237915039062,28.106125461485597,27.788152617323846,27.983827561245935,149316800
2015-04-09,28.14169692993164,28.14614505085262,27.719217051336283,27.983822566458237,129936000
2015-04-10,28.261768341064453,28.286227914663616,27.85262946715282,28.00605569663922,160752000
2015-04-13,28.206180572509766,28.588639230734085,28.152814997705434,28.544164808218575,145460400
2015-04-14,28.08388900756836,28.30402352421156,27.997169298088878,28.239539333182478,102098400
2015-04-15,28.190610885620117,28.268436022782996,28.01939558386178,28.108339324816825,115881600
2015-04-16,28.054975509643555,28.261769011778117,28.041634540622283,28.0794350838232,113476000
2015-04-17,27.739229202270508,28.04830745205387,27.674745018986492,27.917116721430638,207828000
2015-04-20,28.37294578552246,28.48857146529368,27.83261453362563,27.921558277697777,188217200
2015-04-21,28.219518661499023,28.50635963983635,28.166151398889546,28.484125825106876,129740400
2015-04-22,28.599754333496094,28.65534396850471,28.088330709293473,28.23731052396591,150618000
2015-04-23,28.833229064941406,28.999997956003867,28.493020798607734,28.528598976335616,183083600
2015-04-24,28.968873977661133,29.04670083365714,28.7353968025956,29.015570769843237,178103600
2015-04-27,29.495853424072266,29.60258794609363,29.16231567682868,29.420252348998194,387816800
2015-04-28,29.031131744384766,29.916117823343757,28.810998951360652,29.898332125115758,475696000
2015-04-29,28.604206085205078,29.26016318298656,28.52860498629819,28.942192058978048,253544400
2015-04-30,27.828174591064453,28.60420550349986,27.701430277592415,28.60420550349986,332781600
2015-05-01,28.673133850097656,28.93551869889833,27.861526513744302,28.039412332804034,234050400
2015-05-04,28.61754608154297,29.033358897210668,28.5197077719741,28.795433608675246,203953200
2015-05-05,27.972707748413086,28.561956579916988,27.968259627159547,28.49524833280351,197085600
2015-05-06,27.797040939331055,28.183944315277262,27.43014901723643,28.141695650753707,288564000
2015-05-07,27.968976974487305,28.152072553223462,27.69209940387363,27.859564934554776,175763600
2015-05-08,28.49593162536621,28.49593162536621,28.158767256911965,28.286040975612977,222201600
2015-05-11,28.205656051635742,28.482531869675185,28.051587245555062,28.444573431626868,168143200
2015-05-12,28.105178833007812,28.330697825742963,27.870726438466505,28.04489029564702,192640000
2015-05-13,28.13644027709961,28.399919425982123,28.105180183465016,28.167700370734202,138776800
2015-05-14,28.79290199279785,28.79290199279785,28.393219150803873,28.449040986155204,180814000
2015-05-15,28.75271224975586,28.91347941005312,28.62767188221232,28.819699134395467,152832000
2015-05-18,29.069772720336914,29.188114711022028,28.661156572330444,28.665623272099783,203531600
2015-05-19,29.042984008789062,29.223846196970214,28.94696868731493,29.18142106006961,178532800
2015-05-20,29.040756225585938,29.2461802072394,28.879989038710175,29.02735952786213,145819600
2015-05-21,29.337730407714844,29.391320608548444,28.989402620034507,29.042992820868108,158921600
2015-05-22,29.59450340270996,29.690518733383474,29.33995596401194,29.38461615898261,182384000
2015-05-26,28.942508697509766,29.67712607533172,28.830865009082903,29.607907533642262,282790400
2015-05-27,29.482866287231445,29.53198978694991,29.038526549453405,29.103278395212143,183332800
2015-05-28,29.4248104095459,29.46276885496646,29.272976627863645,29.442673808642926,122933200
2015-05-29,29.08987808227539,29.351123894449234,29.005027792013937,29.302000400834167,203538000
2015-06-01,29.14792251586914,29.337718082879647,29.03851391988592,29.089869044675876,128451200
2015-06-02,29.0184268951416,29.17472736620968,28.87552312058011,28.99609679623413,134670400
2015-06-03,29.05415153503418,29.2372488140975,29.00502804099743,29.17472862297707,123934000
2015-06-04,28.88445472717285,29.15686559498538,28.783976090673622,28.933578221833795,153800400
2015-06-05,28.725914001464844,28.958134735546285,28.661162174075283,28.915709597179813,142507200
2015-06-08,28.536128997802734,28.85096503401967,28.319539957888548,28.78174308146443,210699200
2015-06-09,28.451274871826172,28.598645346452834,28.049358647798414,28.290507700796127,224301600
2015-06-10,28.777273178100586,28.87998344548777,28.54728578924955,28.562915834749408,156349200
2015-06-11,28.7125186920166,29.06754475059088,28.687956947940076,28.844257407020468,141563600
